adm0_name,iso3,X,Y,published,sources,info,optional1,optional2,optional3,optional4
Bermuda,BMU,-64.785473,32.279828,22.08.2022,"<a href=""https://www.gov.uk/foreign-travel-advice/bermuda"">Foreign travel advice, Gov.UK</a>/ 
  <a href=""https://bm.usconsulate.gov/covid-19-information/"">US State Dept. COVID-19 Country Specific Information</a>/ 
  <a href=""https://www.osac.gov/Content/Report/1fd054d8-5eee-43e4-a552-1858030bd227"">OSAC Travel Advisories</a>/
 <a href=""https://www.gov.bm/coronavirus-travellers-visitors.%C2%A0"">Bermuda Government</a>/","Latest News: 
<br> <br>
International Restrictions: <br>
*If you’re fully vaccinated: To be considered fully vaccinated, at least 14 days must have passed since your second dose of the vaccine.<br>
All vaccinated visitors to Bermuda aged 2 years and over are required to show proof of vaccination and have an approved Travel Authorisation to enter Bermuda. A pre-travel COVID-19 test is also required. This can either be a COVID-19 NAAT (PCR, LAMP or TMA) test up to 4 days before embarkation, or a supervised antigen test up to 2 days before embarkation.<br>
No on island testing, or quarantine is required after arrival.<br>
Find out if you qualify as fully vaccinated in Bermuda on the <a href=""https://www.gov.bm/applying-bermuda-travel-authorisation"">Government of Bermuda’s website</a>.<br>
*Proof of vaccination status: You must present proof that you have been fully vaccinated to enter Bermuda.<br>
You will need the Bermuda COVD-19 Travel Authorisation to prove your vaccination status. You can find more information on the COVID-19 Travel Authorisation on the <a href=""https://www.gov.bm/applying-bermuda-travel-authorisation"">Government of Bermuda’s website</a>.<br>
*If you’re not fully vaccinated: From 22 August 2022, unvaccinated and not fully vaccinated visitors travelling by air will no longer be required to provide proof of medical exemption from Covid-19 vaccination.<br>
All unvaccinated or not fully vaccinated visitors to Bermuda aged 2 years and over are required to have an approved Travel Authorisation to enter Bermuda. A pre-travel COVID-19 test is also required. This can either be a COVID-19 NAAT (PCR, LAMP or TMA) test up to 4 days before embarkation, or a supervised antigen test up to 2 days before embarkation. Proof of travel health insurance is also required.<br>
There is no quarantine on arrival, however unvaccinated and not fully vaccinated visitors will be required to take a pre-scheduled Covid-19 test 4 days after arrival.<br>
*Children and young people: Children 11 years and under travelling by air will have their Travel Authorisation Form assessed based on the vaccination status of their travelling guardian. A pre-travel COVID-19 test is also required. You can find more information on the COVID-19 Travel Authorisation on the <a href=""https://www.gov.bm/applying-bermuda-travel-authorisation"">Government of Bermuda’s website</a>.<br>
Children aged 2 - 11 years old do not need to be fully vaccinated but must still apply for the Bermuda COVID-19 Travel Authorisation. All Children aged 2 – 11 years old must do a COVID-19 NAAT (PCR, LAMP or TMA) test up to 4 days before embarkation, or a supervised antigen test up to 2 days before embarkation.<br>
Children under 2 years do not need Travel Authorisation and are not required to test before or after arrival in Bermuda.<br>
You can find more information on the requirements for children on the <a href=""https://www.gov.bm/applying-bermuda-travel-authorisation"">Government of Bermuda’s website</a>.<br>
  <br>
  <br> 
 Internal Restrictions: <br>
*Accommodation: Resorts, hotels and cottages reopened at the beginning of July 2020. We recommend you check before you travel.<br>
*Public spaces and services: Face masks are required to be worn indoors when travelling by bus, ferry (excluding the outdoor decks), taxi, limousine or minibus. Face masks are also required to be worn indoors when working in or visiting health service providers, prisons and at the airport.<br>
Businesses may prefer to continue to require face masks be worn by people entering their premises or accessing their services. If so, all customers must comply with the mask policy of the business.<br>
For further information on coronavirus regulations, you should consult the <a href="" https://www.gov.bm/coronavirus-news ""> Bermuda Government website </a>.





",20220822,,,
Bhutan,BTN,90.427775,27.395175,18.05.2022,"<a href=""<a href=""https://www.osac.gov/Content/Report/7e3b2c4b-8089-4494-95c1-184ed67e2f03"">OSAC Travel Advisories</a>/ 
  <a href=""<a href=""https://www.gov.uk/foreign-travel-advice/bhutan"">Foreign travel advice, Gov.UK</a>/ 
  <a href=""https://in.usembassy.gov/covid-19-information/"">US State Dept. COVID-19 Country Specific Information</a>/
 <a href=""https://www.gov.bt/covid19/"">Bhutan Government</a>/","Latest News: 
 <br>
 <br>
International Restrictions:<br>
*All travellers: Bhutan is open to non-Bhutanese nationals arriving by air. <br>
Requirements for entry are changing frequently. It is therefore important that you check for up-to-date information on detailed quarantine requirements with your tour provider or sponsoring organization before travelling. <br>
*If you’re fully vaccinated: Visitors who are fully vaccinated against COVID-19 are currently required to undergo five days quarantine in Government-controlled facilities upon arrival into Bhutan, normally hotels. You may be required to show proof of vaccination. <br>
*Proof of vaccination status: Bhutan will accept the proof of COVID-19 vaccination record. Your appointment card from vaccination centres is not designed to be used as proof of vaccination and should not be used to demonstrate your vaccine status. <br>
*If you’re not fully vaccinated: Unvaccinated visitors must quarantine for a longer period. <br>
Children and young people: There are no specific requirements for children and young people. <br>
If you’re transiting through Bhutan: Transiting is when you pass through one country on the way to your final destination. Check with your airline before departing.<br>
  <br>
  <br> 
Internal Restrictions: <br>
The Bhutan government has begun a relaxation of the nationwide lockdown starting 5:00 a.m. local time on Tuesday 1 September. The nationwide lockdown was imposed on 11 August. The lockdown would be eased in a phased manner in a period of 10 days. Phase one starts from Tuesday 1 September, where people are allowed to do essential activities such as walking, cycling and shopping within their localities. People were urged to wear face masks. Further easing will be carried out in phase two from 4 to 6 September, where movement of public transport within the districts will be allowed. It will be followed by phase three, which allows movement of vehicles beyond the district with prior permission from police. The lifting of lockdown will not be applicable to southern border towns that are considered high-risk areas. People living in these towns will be issued movement cards, which allows them to move within the designated zones.",20220518,,,
Bi'r Tawīl,"SDN, EGY",33.687997,21.888666,,,,,,,
Bird Island,VEN,-63.617377,15.668231,,,,,,,
Bolivia,BOL,-64.662243,-16.712734,29.04.2022,"<a href=""https://www.gov.uk/foreign-travel-advice/bolivia"">Foreign travel advice, Gov.UK</a>/ 
  <a href=""https://bo.usembassy.gov/covid-19-information/"">US State Dept. COVID-19 Country Specific Information</a>/ 
  <a href=""https://www.osac.gov/Content/Browse/Report?subContentTypes=Alerts%2CTravel%20Advisories"">OSAC Travel Advisories</a>/
 <a href=""https://www.minsalud.gob.bo/"">Ministry of Health</a>/","Latest News: 
  <br>
  <br> 
International Restrictions: <br>
*All travellers: According to the new decree 4574, all foreign residents and tourists must <a href=""https://bit.ly/31KUICm"">register their home or tourism address online</a> Tourists should update this information when moving around the country. Failure to comply will result in fines on leaving the country. <br>
*If you’re fully vaccinated: If you have been fully vaccinated, at least 14 days before you enter Bolivia, you’ll need to show a printed or digital copy of the vaccine certificate. <br>
Proof of vaccination status: Bolivia will accept the proof of COVID-19 vaccination record and proof of COVID-19 vaccination. Your final vaccine dose must have been administered at least 14 days prior to travel. Your appointment card from vaccination centres is not designed to be used as proof of vaccination and should not be used to demonstrate your vaccine status. <br>
You should make sure the COVID Pass is accessible to you in both digital and paper formats when entering the country. <br>
*If you’re not fully vaccinated: If you’re not fully vaccinated, you’ll need to show proof of a negative PCR test, taken no more that 72 hours before boarding. This applies to everyone over 5 years of age. Alternatively, you’ll need to show proof of a negative antigen test, taken no more than 48 hours before boarding. <br>
If you’ve had COVID-19 in the past year: If you’re not fully vaccinated but have tested positive for COVID-19 in the last year, you can enter Bolivia. You will have to present a negative PCR test, taken no more than 72 hours before entering Bolivia, or a negative antigen test, taken no more than 48 hours before boarding. <br>
*Children and young people: Children aged 4 and under do not need to present a negative PCR test to enter the country. <br>
*If you’re transiting through Bolivia: Transiting through Bolivia is permitted for travellers who have a vaccination certificate, or present a negative PCR test, taken no more that 72 hours before travelling, or a negative antigen test, taken no more that 48 hours before travelling. <br>
If you are transiting through Bolivia on your way to another country and will be passing through immigration (sometimes known as a layover), for example to stay in a hotel for a flight the next day, you’ll need to present either a vaccination certificate, a negative PCR test, taken no more than 72 hours before travelling, or a negative antigen test, taken no more that 48 hours before travelling. <br>
*Exemptions: There are no exemptions to Bolivia’s entry requirements. <br>
<br>
<br> 
Internal Restrictions:<br>
*Travel in Bolivia: Make sure that you are able to access your vaccine certificate on the COVID app, and have printed copies of it with you. <br>. 
The following quarantine measures apply nationally: In public places you must maintain 1.5m distance from other people and use facemasks, including outside. <br>
*Accommodation: Most hotels are now open with distancing measures in place. <br>
*If you test positive for COVID-19, you may need to stay where you are until you test negative. You may also need to seek treatment there.




",20220429,,,
Bonaire,BES,-68.308064,12.226704,22.06.2022,"<a href=""https://english.rijksdienstcn.com/covid-19/latest-qas/travel-advice"">Bonaire Travel Advice</a>/ 
  <a href=""https://cw.usconsulate.gov/news-events/covid-19-information/"">US State Dept. COVID-19 Country Specific Information</a>/ 
  <a href=""https://www.gov.uk/foreign-travel-advice/bonaire-st-eustatius-saba"">Foreign travel advice, Gov.UK</a>/","Latest News: 
 <br>
 <br>
International Restrictions:<br>
 *All travellers: There are no COVID-19 travel requirements for travel to Bonaire. More information can be found on the <a href=""https://www.bonairecrisis.com/en/travel-to-bonaire/"">website of the Government of Bonaire</a>.
  <br>
  <br> 
Internal Restrictions: <br>
*Public spaces and services: The governments of the BES islands have put measures in place in response to the coronavirus pandemic. Please see the below websites for the latest information:<br>
•        Bonaire: see the <a href=""https://www.bonairecrisis.com/en/measures/"">crisis website of the Government of Bonaire</a> 
•        St Eustatius: see the <a href=""https://www.statiagovernment.com/key-topics/covid-19"">website of the Government of St. Eustatius</a> 
•        Saba: see the <a href=""http://www.sabagovernment.com/"">website of the Government of Saba</a> 
",20220622,,,
Bosnia and Herzegovina,BIH,17.785036,44.168219,31.05.2022,"<a href=""https://www.osac.gov/Content/Report/e70c4ff6-e856-4717-aaa5-18e9a1c9976d"">Travel Advisory</a>/ 
  <a href=""https://www.gov.uk/foreign-travel-advice/bosnia-and-herzegovina"">Foreign travel advice, Gov.UK</a>/ 
  <a href=""https://ba.usembassy.gov/covid-19-information/"">US State Dept. COVID-19 Country Specific Information</a>/
<a href=""http://www.granpol.gov.ba/?lang=en"">Border Police</a>","Latest News: 
 <br>
 <br>
International Restrictions:<br>
*All travellers: All travellers should familiarise themselves with the entry rules for Bosnia and Herzegovina before travel. <br>
*If you’re fully vaccinated: Entry requirements for Bosnia and Herzegovina are the same for all travellers, regardless of COVID-19 vaccination status. <br>
Proof of vaccination status: You don’t need to provide your vaccination status for entry to Bosnia and Herzegovina. <br>
*If you’re not fully vaccinated: Entry requirements for Bosnia and Herzegovina are the same for all travellers, regardless of COVID-19 vaccination status. <br>
If you’ve had COVID-19 in the past year: Entry requirements for Bosnia and Herzegovina are the same for all travellers, regardless of whether you have tested positive for COVID-19 in the past year. <br>
*Children and young people: There are no specific requirements for children and young people. <br>
*If you’re transiting through Bosnia and Herzegovina: Transiting is when you pass through one country on the way to your final destination. Check with your airline before departing. <br>
*Exemptions: There are no exemptions to Bosnia and Herzegovina’s entry requirements.<br>
  <br>
  <br> 
Internal Restrictions: <br>
*Travel in Bosnia and Herzegovina: Everyone should comply with the measures put in place in Bosnia and Herzegovina to limit the spread of coronavirus (COVID-19). Mask wearing and social distancing are only required in medical facilities. You should follow the advice of all levels of authority as restrictions may be introduced without notice. <br>
*Accommodation: Most hotels and private rental services are operating. <br>
*Public places and services: Shops and other services are operating as normal. Further changes could be introduced at short notice. Keep up to date with information from your tour operator, transport or accommodation provider on the impact on any existing travel plans. <br>
*Protective clothing: You are no longer required to wear a face mask inside public spaces, with the exception of health institutions. <br>
 

 



 

 ",20220531,,,
Botswana,BWA,23.813802,-22.188101,28.03.2022,"<a href=""https://www.osac.gov/Content/Report/291d48ea-be4d-4f25-b5b5-18f1a52770b4"">OSAC Travel Advisory</a>/ 
  <a href=""https://www.gov.uk/foreign-travel-advice/botswana"">Foreign travel advice, Gov.UK</a>/ 
  <a href=""https://bw.usembassy.gov/covid-19-information/"">US State Dept. COVID-19 Country Specific Information</a>/
 <a href=""https://www.gov.bw/"">Botswana Government</a>/","Latest News: 
 <br>
 <br>
International Restrictions:<br>
*All travellers: All travellers should follow the entry rules set out for their COVID-19 status. COVID-19 entry and exit requirements may be announced and altered at little notice. You should monitor the <a href=""https://www.facebook.com/BotswanaGovernment/"">government of Botswana’s Facebook page</a> for the latest developments or contact the government of Botswana’s 24 hour COVID-19 helpline on 16649 / 0800 600 111.
If you’re fully vaccinated: If you are fully vaccinated, you do not need to take a coronavirus test to travel to Botswana. You will need to present your vaccination certification during travel and on arrival. <br>
Proof of vaccination status: Botswana accepts both the proof of COVID-19 vaccination record and proof of COVID-19 vaccination issued in the Crown Dependencies. Your final vaccine dose must have been administered at least 14 days prior to travel. Your appointment card from vaccination centres is not designed to be used as proof of vaccination and should not be used to demonstrate your vaccine status. <br>
If you’re not fully vaccinated: Unvaccinated people must present proof of a negative COVID-19 PCR test, which was obtained not more than 72 hours before the date of travel. You may also be asked to undertake an additional PCR test at the port of entry at your own cost. If the test is positive, you will be permitted to isolate within the district of the port of entry at your own cost. People who refuse to be subject to the above provisions are liable to a fine, imprisonment or both. <br>
Children and young people: Children aged 12 years and over should follow the requirements for vaccinated or unvaccinated travellers, depending on their vaccination status. Children under the age of 12 are exempt from these requirements. <br>
If you’re transiting through Botswana: Transiting is when you pass through one country on the way to your final destination. The rules set out above also apply to travellers wishing to transit Botswana. <br>
  <br>
  <br> 
Internal Restrictions: <br>
*Travel in Botswana: Air Botswana has resumed domestic flights. There is no COVID-19 nationwide curfew. The government may impose further localised lockdowns. You should monitor <a href=""https://www.facebook.com/BotswanaGovernment/"">Government of Botswana’s Facebook page </a>for updates on this. If you have any questions, please contact the Government’s 24 hour COVID-19 helplines on 16649 / 0800 600 111. <br>
Accommodation: Many hotels and other accommodation providers are open. Face coverings are compulsory in hotels and other accommodation. <br>
Public spaces and services: The majority of shops, banks and restaurants continue to operate, with precautionary measures in place including the compulsory wearing of face coverings. <br>
*If you test positive for COVID-19, you may need to stay where you are until you test negative. You may also need to seek treatment there.
",20220328,,,
Bouvet Island,BVT,3.363476,-54.421105,,,,,,,
Brazil,BRA,-53.089656,-10.772064,22.09.2022,"<a href=""<a href=""https://www.gov.uk/foreign-travel-advice/brazil"">Foreign travel advice, Gov.UK</a>/ 
 <a href=""https://br.usembassy.gov/covid-19-information/"">US State Dept. COVID-19 Country Specific Information</a>/
 <a href=""https://coronavirus.saude.gov.br/"">Ministry of Health</a>/","Latest News: 
  <br>
  <br> 
 International Restrictions: <br>
*All travellers: You can travel to Brazil without a visa as a tourist for up to 90 days. If you wish to extend your tourist visa, you should contact the <a href=""https://www.gov.br/pf/pt-br/assuntos/imigracao"">Policia Federal</a>.
*If you’re fully vaccinated: If you are fully vaccinated, you do not need to take a COVID-19 test to enter Brazil. Most people aged 12 or older travelling to Brazil, will need to present a vaccination certificate to the airline before boarding and during travel. <br>
Brazilian authorities have confirmed that vaccines recommended and approved for use by the World Health Organisation are accepted to enter Brazil. This includes the Moderna, Oxford/AstraZeneca, and Pfizer/BioNTech vaccines used.<br>
Proof of vaccination status: To qualify as a fully vaccinated traveller to Brazil, your final vaccine dose must have been administered at least 14 days prior to travel. You cannot use the COVID-19 vaccination appointment card as proof of vaccination when entering Brazil. The proof of COVID-19 vaccination record and proof of COVID-19 vaccination issued in the Crown Dependencies are accepted as these are in line with the Brazilian government guidelines for certification. <br>
The <a href=""https://www.gov.br/anvisa/pt-br/assuntos/paf/coronavirus/vacinas"">Brazilian National Health Surveillance Agency (ANVISA) website  </a> (in Portuguese) lists the forms of acceptable proof of COVID-19 vaccination. The website also includes the following information about proof of vaccination: <br>
•        English, Spanish or Portuguese are the only languages accepted; <br>
•        It must be in printed or digital form to show the airline. Proof of vaccination exclusively in QR code format will not be accepted; <br>
•        It must have the traveller’s full name, matching the name on the passport . <br>
•        It must include the name of the official body which issued the record, the vaccine manufacturer, date(s) of vaccination and batch number. <br>
*If you’re not fully vaccinated: Foreign visitors who are not fully vaccinated are not allowed entry to Brazil unless they are resident in the country, or with some exceptions : Non-Brazilians who are resident in Brazil arriving by air need to show proof of a negative PCR test or a negative antigen test, taken no more than 24 hours before boarding.<br>
All forms of proof should be in English, Spanish or Portuguese and shown to airline staff at check-in. Details of exemptions for unvaccinated travellers – including for some children travelling with an adult providing the above documentation – can be found on the <a href=""https://www.in.gov.br/en/web/dou/-/portaria-interministerial-n-670-de-1-de-abril-de-2022-390351794"">Brazilian government’s website </a>For entry by land, unvaccinated foreign travellers who do not fall in the exemption criteria on cannot enter Brazil. 
If you’ve had COVID-19 in the past year: To avoid disruption to your travel plans, you should present either a valid vaccination certificate or a negative PCR test result (as above). proof of recovery from COVID-19 certificates are not accepted in Brazil. <br>
*Children and young people: Children under 2 do not need to present proof of vaccination or a negative COVID-19 test result to enter Brazil. Any unvaccinated children between the ages of 2 and12 years old will be granted entry when flying to Brazil from your country with their parents or legal guardians. Parents or guardians who are fully vaccinated are also exempt from presenting a negative test for COVID-19. However, if not fully vaccinated, they will need to present proof of a negative PCR test or an antigen test for COVID-19 taken within 24 hours of boarding. Details of exemptions can be found on the <a href=""https://www.gov.br/anvisa/pt-br/assuntos/paf/coronavirus/viajantes/regras-para-entrada-portaria"">Brazilian government website </a> (in Portuguese).<br>
*If you’re transiting through Brazil: Passengers arriving in Brazil by air can transit, as long as they follow the rules set out above. If you intend to transit by land, and an exemption applies to showing proof of vaccination, you will be permitted to transit. However foreign travellers arriving by land without proof of vaccination are only permitted entry if they are seeking to transit through Brazil to their country of ordinary residence. Further information about transiting through Brazil and exemptions can be found on the <a href=""https://www.gov.br/anvisa/pt-br/assuntos/paf/coronavirus/viajantes/regras-para-entrada-portaria"">Brazilian government website</a> (in Portuguese). <br>
*Exemptions: Non-resident foreign nationals who are not fully vaccinated cannot enter Brazil by air or land. However, if you fall under an exemption, you will be able to enter the country. More details are available on the <a href=""https://www.gov.br/anvisa/pt-br/assuntos/paf/coronavirus/viajantes/regras-para-entrada-portaria"">Brazilian government website</a>   (in Portuguese). <br>
Exemptions to the entry rules may apply for: <br>
•        Brazilians and foreigners residing in Brazilian territory who are not fully vaccinated; <br>
•        Ineligible for vaccination based on age; <br>
•        Travellers in a vulnerable situation e.g in a humanitarian crisis; <br>
•        Travellers with a health condition that contraindicates vaccination; <br>
•        From countries with low vaccination coverage. <br>
 <br>
 <br> 
 Internal Restrictions:<br>
*Travel in Brazil: A number of Brazilian states no longer mandate the use of face masks and face coverings while in public. However, the guidance may vary from state to state and there can often be different rules within different cities. You should refer to official guidance in your location for details of what preventative measures are in place and how you can comply with them. <br>
There are additional local requirements to show proof of vaccination in order to access certain places, such private venues, including hotels, restaurants and gyms. The precise requirements may vary from venue to venue so you should check on compliancy requirements in advance. <br>
*Accommodation: Hotels are operating at capacities dictated by local rules and regulations.<br>
*Public spaces and services: The situation varies around Brazil. Each state will determine local measures to limit the spread of COVID-19, and this includes regulation on public transport and on the opening of non-essential services (shops, restaurants, bars, beaches and other leisure activities). You should refer to official guidance in your location for details of what preventative measures are in place and how you can comply with them.<br>

 

",20220922,,,"
"
British Virgin Islands,VGB,-64.59433,18.430285,15.07.2022,"<a href=""https://www.gov.uk/foreign-travel-advice/british-virgin-islands"">Foreign travel advice, Gov.UK</a>/ 
  <a href=""https://bb.usembassy.gov/covid-19-information/"">US State Dept. COVID-19 Country Specific Information</a>/ 
  <a href=""https://bvi.gov.vg/media-centre/imposition-curfew-no-25-order-2020-gazetted"">BVI Government</a>/ 
  <a href=""https://www.covidchecker.com/en/"">SITATA</a>/","Latest News: 
 <br>
 <br>
 International Restrictions: <br>
*All travellers: You will need a valid passport, with validity covering the proposed duration of your stay to enter or travel through the British Virgin Islands as a visitor. <br>
Entry to the BVI by air is through the Terrance B. Lettsome International Airport, Taddy Bay International Airport and Auguste George Airport. You can enter by sea through the Road Town Jetty; Soper’s Hole Dock, West End; Great Harbour, Jost Van Dyke or Spanish Town, Virgin Gorda. Effective from 15 July, there are no testing or quarantine requirements on arrival. <br>
There is a US$50 tax for all passengers, payable on leaving the BVI by air ($15 departure tax, $5 security charge departure tax and a $30 airport development fee). This is generally included in the ticket price. If you’re departing the BVI by ferry, a departure tax of US$20 per person or US$15 for residents is payable. Visitors arriving by air or sea are also charged an Environmental and Tourism levy of US$10 on arrival. <br>
*If you’re fully vaccinated: Entry requirements for the BVI are the same for all travellers, regardless of COVID-19 vaccination status. <br>
Proof of vaccination status: You don’t need to provide proof of your vaccination status for entry to the BVI. Effective from 15 July, there are no testing or quarantine requirements on arrival. <br>
*If you’re not fully vaccinated: Entry requirements for the BVI are the same for all travellers, regardless of COVID-19 vaccination status.
If you’ve had COVID-19 in the past year: You do not need proof of COVID-19 recovery to enter BVI. Effective from 15 July, there are no testing or quarantine requirements on arrival. <br>
*Children and young people: From 15 July, there are no testing or quarantine requirements for children and young people on arrival. <br>
*If you’re transiting through the British Virgin Islands: Transiting is when you pass through one country on the way to your final destination. If you’re transiting through the British Virgin Islands on your way to another country, effective from 15 July there is no testing regime or proof of vaccination status required in BVI. However, you should meet the requirements of the country of destination. Further information about transiting through the British Virgin Islands can be found on the <a href=""https://bvi.gov.vg/travel-protocols"">Government of the Virgin Islands website</a> 
<br>
<br> 
 Internal Restrictions: <br>
*Travel in the British Virgin Islands: Domestic air travel services between Tortola, Virgin Gorda and Anegada are allowed to operate in accordance with existing protocols. <br>
There are regular ferry services between Tortola and its sister islands of Virgin Gorda, Jost Van Dyke and Anegada. Ferries are allowed to operate with up to 65 people at a time. Commercial ferries to and from the US Virgin Islands are operating three return journeys per day. <br>
Freight couriers and charter companies are permitted to operate between the BVI and USVI subject to strict adherence to the established COVID-19 suppression measures. <br>
From 1 November 2021, foreign-based charter companies must  <a href=""http://www.bvi.gov.vg/services/charter-authorization"">obtain authorisation</a>to operate in BVI’s territorial waters. <br>
Further information can be found on the <a href=""https://bvi.gov.vg/covid-19"">Government of the Virgin Islands’ </a>   website, including any restrictions in place both within the Territory and in the BVI’s territorial waters. <br>
*Public spaces and services: Mask-wearing is not a requirement by law in the BVI, however private establishments and public service providers are allowed to implement their own policies on mask-wearing. <br>
Organisers of events likely to attract more than 300 people are required to notify the Environmental Health Division at least 5 days prior to the event. Beaches are open. <br>
*If you test positive for COVID-19, you may need to stay where you are until you test negative. You may also need to seek treatment there.
",20220715,,,
Brunei Darussalam,BRN,114.628856,4.49737,15.09.2022,"<a href=""https://www.gov.uk/foreign-travel-advice/brunei"">Foreign travel advice, Gov.UK</a>/ 
 <a href=""https://bn.usembassy.gov/u-s-citizen-services-covid-19-information/"">US State Dept. COVID-19 Country Specific Information</a>/
 <a href=""http://www.moh.gov.bn/SitePages/COVID-19.aspx"">Ministry of Health</a>/","Latest News: 
 <br>
 <br>
International Resrictions:<br>
*All travellers: As of 15 September 2022, travellers will no longer require to be vaccinated to enter or exit Brunei. <br>
*Entering Brunei: The Arrival Declaration Form (previously required) will no longer be needed when entering Brunei. A negative pre-departure COVID-19 test is not needed to enter Brunei. <br>
Foreign nationals entering Brunei for a short visit (less than 90 days) are required to obtain Travel Insurance with COVID-19 medical coverage (a minimum of $20,000 BND). Foreign nationals entering for the purpose of employment, studying or as eligible dependent are exempted from this requirement. <br>
*Exiting Brunei: Brunei citizens and permanent residents exiting Brunei are required to obtain a Travel Medical Insurance with COVID-19 coverage (a minimum coverage of $20,000 BND) valid for the entire duration of their travel. You should refer to the <a href=""http://www.pmo.gov.bn/Theme/Home.aspx"">Prime Minister’s Office website  </a> for the latest information. <br>
*Data collection: The <ahref=""http://www.moh.gov.bn/SitePages/bruhealth.aspx"">BruHealth app</a> may still be used in Brunei to enter public buildings and events where you need to scan a QR code. For unvaccinated travellers, you may still need to use the app to record test results, record your health status on a daily basis and receive your Day 3 RT-PCR swab test results. <br>
*If you’re transiting through Brunei: Transiting is when you pass through one country on the way to your final destination. Check with your airline before departing. <br>
*Land and sea travel: On 1 August 2022, Brunei reopened its land and sea borders. You should check the border opening hours before travel as they are not open 24 hours. All other travel requirements into or exiting Brunei via land or sea borders will be aligned with existing air travel guidelines. You should refer to the <a href=""http://www.pmo.gov.bn/Theme/Home.aspx"">Prime Minister’s Office website</a> for the latest information.
  <br>
  <br> 
Internal Restrictions: <br>
*Coronavirus lockdown: Brunei has now lifted most pandemic restrictions in country. Masks will no longer be mandatory (indoors and outdoors) and will be optional. Masks are still compulsory in health facilities, and may be required by event organisers. Masks are still required for those who handle food preparation (e.g. at eateries). There are financial penalties for not adhering to mask guidelines. <br>
Business premises, including restaurants, fitness facilities, markets and cinemas are open and there is no limitation on the capacity of mass gatherings (at home or in public). All sporting activities are allowed without limitations. <br>
Childcare centres, kindergartens, primary and secondary schools, colleges and sixth form centres are open for in person classes. Students are no longer required to take an Antigen Rapid Test (ART) and are no longer required to wear a face mask.<br>
All individuals, regardless of vaccination status are allowed to enter public premises and government offices and attend private and public events. <br>
Temperature checks and scanning your BruHealth app before entering premises is no longer mandatory but private businesses may still require you to do so. <br>
 Foreign e travelling should check the <a href=""http://www.moh.gov.bn/SitePages/COVID-19.aspx"">Brunei Ministry of Health</a> and the <a href=""http://www.pmo.gov.bn/Theme/Home.aspx"">Prime Ministers Office</a>
  websites for up to date guidance, policy on travel to/from Brunei and details on how to download and use the<a href=""http://www.moh.gov.bn/SitePages/bruhealth.aspx"">BruHealth app</a>.
*If you test positive for COVID-19, you may need to stay where you are until you test negative. You may also need to seek treatment there.

",20220915,,,
